Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70060682001359AGS00,N/A,AGS,DAY, 006, 068,2001/12/25,2001:359:14:53:14.1788138,2001:359:14:53:41.2266262, 9, 9,  94.61,  98.93,  93.57,  89.59,  96.36,57.7807274,115.7835388,11°34'04.80"S,74°50'02.40"W,10°37'27.12"S,75°31'15.96"W,10°52'33.60"S,73°47'24.00"W,12°15'39.24"S,75°53'03.84"W,12°30'51.48"S,74°08'32.28"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.62359   (10°37'24.92"S), -75.89044  (75°53'25.58"W),-10.62234   (10°37'20.42"S), -73.74302  (73°44'34.87"W),-12.51981   (12°31'11.32"S), -75.89646   (75°53'47.26"W),-12.51833   (12°31'05.99"S), -73.73452   (73°44'04.27"W),13981,15661,6991,7831,6991,7831,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.834,-10.6242,-75.5211,-10.876,-73.79,-12.2609,-75.8844,-12.5143,-74.1423,LE70060682001359AGS00,LE70060682001359AGS00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001359AGS00
LE70060682001343AGS00,N/A,AGS,DAY, 006, 068,2001/12/09,2001:343:14:53:09.0341870,2001:343:14:53:36.0807495, 9, 9,  47.13,  36.45,  52.87,  60.46,  38.73,59.6082458,115.7799683,11°34'04.80"S,74°50'00.96"W,10°37'26.40"S,75°31'15.24"W,10°52'32.88"S,73°47'21.48"W,12°15'37.80"S,75°53'04.20"W,12°30'50.40"S,74°08'31.20"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.62088   (10°37'15.17"S), -75.89043  (75°53'25.55"W),-10.61963   (10°37'10.67"S), -73.74303  (73°44'34.91"W),-12.51710   (12°31'01.56"S), -75.89645   (75°53'47.22"W),-12.51562   (12°30'56.23"S), -73.73454   (73°44'04.34"W),13981,15661,6991,7831,6991,7831,,,18,11.532,10.92,3.708,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8336,-10.624,-75.5209,-10.8758,-73.7893,-12.2605,-75.8845,-12.514,-74.142,LE70060682001343AGS00,LE70060682001343AGS00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001343AGS00
LE70060682001327EDC00,N/A,EDC,DAY, 006, 068,2001/11/23,2001:327:14:53:06.2819346,2001:327:14:53:33.3266221, 9, 9,  61.94,  61.45,  45.09,  82.98,  58.23,61.5611343,111.7589417,11°34'04.80"S,74°50'50.64"W,10°37'20.64"S,75°32'00.96"W,10°52'27.12"S,73°48'07.92"W,12°15'31.32"S,75°53'50.28"W,12°30'43.56"S,74°09'18.36"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.62083   (10°37'14.99"S), -75.90689  (75°54'24.80"W),-10.61969   (10°37'10.88"S), -73.75948  (73°45'34.13"W),-12.51976   (12°31'11.14"S), -75.91302   (75°54'46.87"W),-12.51841   (12°31'06.28"S), -73.75109   (73°45'03.92"W),14001,15661,7001,7831,7001,7831,,,21,19.282,15.645,11.27,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8474,-10.6224,-75.5336,-10.8742,-73.8022,-12.2587,-75.8973,-12.5121,-74.1551,LE70060682001327EDC00,LE70060682001327EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001327EDC00
LE70060682001311EDC00,N/A,EDC,DAY, 006, 068,2001/11/07,2001:311:14:52:58.0378084,2001:311:14:53:25.0816209, 9, 9,  92.65,  94.13,  97.27,  91.11,  88.06,62.9040375,103.5012741,11°34'04.80"S,74°50'26.88"W,10°37'33.60"S,75°31'41.16"W,10°52'40.44"S,73°47'46.68"W,12°15'44.64"S,75°53'30.48"W,12°30'57.24"S,74°08'56.40"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.63441   (10°38'03.88"S), -75.90418  (75°54'15.05"W),-10.63323   (10°37'59.63"S), -73.75394  (73°45'14.18"W),-12.53333   (12°31'59.99"S), -75.91031   (75°54'37.12"W),-12.53194   (12°31'54.98"S), -73.74550   (73°44'43.80"W),14001,15681,7001,7841,7001,7841,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8408,-10.626,-75.5281,-10.8779,-73.7963,-12.2624,-75.8918,-12.5159,-74.149,LE70060682001311EDC00,LE70060682001311EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001311EDC00
LE70060682001279EDC00,N/A,EDC,DAY, 006, 068,2001/10/06,2001:279:14:52:48.2031162,2001:279:14:53:15.2434287, 9, 9,  98.56,  97.74,  96.69,  99.90,  99.92,61.0394211,79.9129639,11°34'04.80"S,74°50'16.08"W,10°37'36.84"S,75°31'36.12"W,10°52'37.20"S,73°47'41.64"W,12°15'47.52"S,75°53'16.80"W,12°30'54.00"S,74°08'43.08"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.62357   (10°37'24.85"S), -75.89867  (75°53'55.21"W),-10.62238   (10°37'20.57"S), -73.75398  (73°45'14.33"W),-12.51979   (12°31'11.24"S), -75.90474   (75°54'17.06"W),-12.51838   (12°31'06.17"S), -73.74557   (73°44'44.05"W),13981,15641,6991,7821,6991,7821,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8378,-10.6269,-75.5267,-10.877,-73.7949,-12.2632,-75.888,-12.515,-74.1453,LE70060682001279EDC00,LE70060682001279EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001279EDC00
LE70060682001215EDC00,N/A,EDC,DAY, 006, 068,2001/08/03,2001:215:14:53:38.5760440,2001:215:14:54:05.6091064, 9, 9,  10.13,   7.12,  22.64,   4.23,   6.50,46.4799156,48.825737,11°34'04.80"S,74°50'01.32"W,10°37'31.44"S,75°31'18.12"W,10°52'33.24"S,73°47'23.28"W,12°15'39.60"S,75°53'01.68"W,12°30'46.80"S,74°08'27.60"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61814   (10°37'05.30"S), -75.89865  (75°53'55.14"W),-10.61695   (10°37'01.02"S), -73.75126  (73°45'04.54"W),-12.51165   (12°30'41.94"S), -75.90471   (75°54'16.96"W),-12.51023   (12°30'36.83"S), -73.74284   (73°44'34.22"W),13961,15661,6981,7831,6981,7831,,,162,3.755,1.749,3.323,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8337,-10.6254,-75.5217,-10.8759,-73.7898,-12.261,-75.8838,-12.513,-74.141,LE70060682001215EDC00,LE70060682001215EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001215EDC00
LE70060682001183EDC00,N/A,EDC,DAY, 006, 068,2001/07/02,2001:183:14:53:54.3757246,2001:183:14:54:21.4035996, 9, 9,  21.07,  27.61,  35.54,   4.37,  16.76,43.1443748,42.3989067,11°34'04.80"S,74°48'41.04"W,10°37'34.68"S,75°30'01.08"W,10°52'36.12"S,73°46'04.44"W,12°15'42.84"S,75°51'42.84"W,12°30'50.40"S,74°07'06.60"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,HH,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61549   (10°36'55.76"S), -75.87670  (75°52'36.12"W),-10.61415   (10°36'50.94"S), -73.72934  (73°43'45.62"W),-12.51172   (12°30'42.19"S), -75.88262   (75°52'57.43"W),-12.51013   (12°30'36.47"S), -73.72076   (73°43'14.74"W),13981,15661,6991,7831,6991,7831,,,154,4.33,1.968,3.857,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8114,-10.6263,-75.5003,-10.8767,-73.7679,-12.2619,-75.8619,-12.514,-74.1185,LE70060682001183EDC00,LE70060682001183EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001183EDC00
LE70060682001151EDC00,N/A,EDC,DAY, 006, 068,2001/05/31,2001:151:14:54:17.3841569,2001:151:14:54:44.4080944, 9, 9,  64.14,  85.61,  14.08,  81.11,  75.74,44.9476509,41.9074249,11°34'04.80"S,74°49'36.84"W,10°37'32.88"S,75°30'53.28"W,10°52'33.96"S,73°47'03.48"W,12°15'41.40"S,75°52'34.68"W,12°30'48.24"S,74°08'05.28"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LH,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61002   (10°36'36.07"S), -75.89314  (75°53'35.30"W),-10.60879   (10°36'31.64"S), -73.74581  (73°44'44.92"W),-12.50624   (12°30'22.46"S), -75.89917   (75°53'57.01"W),-12.50478   (12°30'17.21"S), -73.73735   (73°44'14.46"W),13981,15661,6991,7831,6991,7831,,,30,5.177,2.668,4.437,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8269,-10.6258,-75.5148,-10.8761,-73.7843,-12.2615,-75.8763,-12.5134,-74.1348,LE70060682001151EDC00,LE70060682001151EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001151EDC00
LE70060682001119EDC00,N/A,EDC,DAY, 006, 068,2001/04/29,2001:119:14:54:37.7855883,2001:119:14:55:04.8049633, 9, 9,  35.53,  29.79,  33.86,  43.61,  34.84,50.0290833,49.8207474,11°34'04.80"S,74°50'25.44"W,10°37'33.96"S,75°31'42.24"W,10°52'36.12"S,73°47'49.92"W,12°15'40.32"S,75°53'26.16"W,12°30'48.24"S,74°08'54.24"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61269   (10°36'45.68"S), -75.90686  (75°54'24.70"W),-10.61157   (10°36'41.65"S), -73.76225  (73°45'44.10"W),-12.50891   (12°30'32.08"S), -75.91298   (75°54'46.73"W),-12.50757   (12°30'27.25"S), -73.75390   (73°45'14.04"W),13981,15641,6991,7821,6991,7821,,,90,5.474,2.625,4.804,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8404,-10.6261,-75.5284,-10.8767,-73.7972,-12.2612,-75.8906,-12.5134,-74.1484,LE70060682001119EDC00,LE70060682001119EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001119EDC00
LE70060682001103PFS00,N/A,PFS,DAY, 006, 068,2001/04/13,2001:103:14:54:40.1123977,2001:103:14:55:07.1293977, 9, 9,  78.93,  91.72,  99.87,  42.62,  81.51,52.6319427,57.4821014,11°34'04.80"S,74°49'09.12"W,10°37'32.16"S,75°30'26.64"W,10°52'35.04"S,73°46'31.44"W,12°15'38.16"S,75°52'09.48"W,12°30'46.80"S,74°07'35.04"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61275   (10°36'45.90"S), -75.88767  (75°53'15.61"W),-10.61147   (10°36'41.29"S), -73.73758  (73°44'15.29"W),-12.50897   (12°30'32.29"S), -75.89366   (75°53'37.18"W),-12.50746   (12°30'26.86"S), -73.72906   (73°43'44.62"W),13981,15681,6991,7841,6991,7841,,,50,5.098,3.03,4.1,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8192,-10.6256,-75.5074,-10.8764,-73.7754,-12.2606,-75.8693,-12.513,-74.1264,LE70060682001103PFS00,LE70060682001103PFS00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001103PFS00
LE70060682001087EDC00,N/A,EDC,DAY, 006, 068,2001/03/28,2001:087:14:54:42.3117074,2001:087:14:55:09.3267699, 9, 9,  97.67,  99.14,  92.09,  99.70,  99.78,54.6341591,67.2938843,11°34'04.80"S,74°48'06.84"W,10°37'37.20"S,75°29'24.00"W,10°52'40.80"S,73°45'29.16"W,12°15'41.40"S,75°51'07.56"W,12°30'50.40"S,74°06'33.12"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.61551   (10°36'55.84"S), -75.87122  (75°52'16.39"W),-10.61413   (10°36'50.87"S), -73.72386  (73°43'25.90"W),-12.51174   (12°30'42.26"S), -75.87710   (75°52'37.56"W),-12.51010   (12°30'36.36"S), -73.71524   (73°42'54.86"W),13981,15661,6991,7831,6991,7831,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8019,-10.627,-75.49,-10.878,-73.7581,-12.2615,-75.8521,-12.514,-74.1092,LE70060682001087EDC00,LE70060682001087EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001087EDC00
LE70060682001071EDC00,N/A,EDC,DAY, 006, 068,2001/03/12,2001:071:14:54:51.5160167,2001:071:14:55:18.5285792, 9, 9,  92.64,  99.09,  93.04,  88.08,  90.36,55.7901802,78.36026,11°34'04.80"S,74°49'07.68"W,10°37'25.68"S,75°30'22.32"W,10°52'29.64"S,73°46'28.56"W,12°15'29.88"S,75°52'05.88"W,12°30'39.24"S,74°07'32.88"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.61004   (10°36'36.14"S), -75.88766  (75°53'15.58"W),-10.60876   (10°36'31.54"S), -73.73759  (73°44'15.32"W),-12.50626   (12°30'22.54"S), -75.89365   (75°53'37.14"W),-12.50474   (12°30'17.06"S), -73.72907   (73°43'44.65"W),13981,15681,6991,7841,6991,7841,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8188,-10.6238,-75.5062,-10.8749,-73.7746,-12.2583,-75.8683,-12.5109,-74.1258,LE70060682001071EDC00,LE70060682001071EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001071EDC00
LE70060682001055EDC00,N/A,EDC,DAY, 006, 068,2001/02/24,2001:055:14:54:54.4495142,2001:055:14:55:21.4602642, 9, 9,  94.34,  99.50,  98.95,  92.12,  86.79,56.1918297,89.4534912,11°34'04.80"S,74°48'51.84"W,10°37'33.24"S,75°30'07.56"W,10°52'37.56"S,73°46'14.88"W,12°15'36.36"S,75°51'51.48"W,12°30'46.08"S,74°07'19.20"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.61547   (10°36'55.69"S), -75.88493  (75°53'05.75"W),-10.61417   (10°36'51.01"S), -73.73482  (73°44'05.35"W),-12.50898   (12°30'32.33"S), -75.89090   (75°53'27.24"W),-12.50744   (12°30'26.78"S), -73.72630   (73°43'34.68"W),13961,15681,6981,7841,6981,7841,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8144,-10.6259,-75.5021,-10.8771,-73.7708,-12.2601,-75.8643,-12.5128,-74.122,LE70060682001055EDC00,LE70060682001055EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001055EDC00
LE70060682001039PFS00,N/A,PFS,DAY, 006, 068,2001/02/08,2001:039:14:54:57.0471363,2001:039:14:55:24.0556989, 9, 9,  98.93,  99.13, 100.00,  97.82,  98.77,56.2280807,99.4570847,11°34'04.80"S,74°48'49.32"W,10°37'27.84"S,75°30'04.68"W,10°52'32.52"S,73°46'11.28"W,12°15'30.60"S,75°51'47.88"W,12°30'40.68"S,74°07'15.24"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.61276   (10°36'45.94"S), -75.88218  (75°52'55.85"W),-10.61146   (10°36'41.26"S), -73.73483  (73°44'05.39"W),-12.50899   (12°30'32.36"S), -75.88814   (75°53'17.30"W),-12.50744   (12°30'26.78"S), -73.72630   (73°43'34.68"W),13981,15661,6991,7831,6991,7831,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8137,-10.6244,-75.5013,-10.8757,-73.7698,-12.2585,-75.8633,-12.5113,-74.1209,LE70060682001039PFS00,LE70060682001039PFS00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001039PFS00
LE70060682001023AGS00,N/A,AGS,DAY, 006, 068,2001/01/23,2001:023:14:55:04.3878831,2001:023:14:55:31.3939456, 9, 9,  97.93,  99.75,  99.30,  97.49,  95.19,56.3948822,107.6071014,11°34'04.80"S,74°50'15.36"W,10°37'35.76"S,75°31'32.16"W,10°52'40.80"S,73°47'39.12"W,12°15'40.32"S,75°53'16.08"W,12°30'51.12"S,74°08'43.80"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.61812   (10°37'05.23"S), -75.90688  (75°54'24.77"W),-10.61697   (10°37'01.09"S), -73.75675  (73°45'24.30"W),-12.51162   (12°30'41.83"S), -75.91299   (75°54'46.76"W),-12.51026   (12°30'36.94"S), -73.74837   (73°44'54.13"W),13961,15681,6981,7841,6981,7841,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8376,-10.6266,-75.5256,-10.878,-73.7942,-12.2612,-75.8878,-12.5142,-74.1455,LE70060682001023AGS00,LE70060682001023AGS00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001023AGS00
LE70060682001007AGS00,N/A,AGS,DAY, 006, 068,2001/01/07,2001:007:14:54:59.4171927,2001:007:14:55:26.4210677, 9, 9,  95.35,  99.89,  99.99,  88.12,  93.40,57.0889626,113.3817368,11°34'04.80"S,74°48'55.80"W,10°37'32.88"S,75°30'11.16"W,10°52'37.92"S,73°46'17.76"W,12°15'35.64"S,75°51'55.80"W,12°30'46.44"S,74°07'23.16"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.61547   (10°36'55.69"S), -75.88493  (75°53'05.75"W),-10.61417   (10°36'51.01"S), -73.73482  (73°44'05.35"W),-12.51170   (12°30'42.12"S), -75.89091   (75°53'27.28"W),-12.51016   (12°30'36.58"S), -73.72628   (73°43'34.61"W),13981,15681,6991,7841,6991,7841,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8155,-10.6258,-75.5031,-10.8772,-73.7716,-12.2599,-75.8655,-12.5129,-74.1231,LE70060682001007AGS00,LE70060682001007AGS00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682001007AGS00
LE70060682000357EDC00,N/A,EDC,DAY, 006, 068,2000/12/22,2000:357:14:54:59.6106908,2000:357:14:55:26.6132533, 9, 9,  66.16,  69.36,  44.47,  76.52,  74.28,58.4680634,116.2715988,11°34'04.80"S,74°49'04.44"W,10°37'31.44"S,75°30'20.16"W,10°52'36.48"S,73°46'26.76"W,12°15'33.48"S,75°52'04.44"W,12°30'43.56"S,74°07'31.44"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61547   (10°36'55.69"S), -75.88493  (75°53'05.75"W),-10.61419   (10°36'51.08"S), -73.74031  (73°44'25.12"W),-12.50898   (12°30'32.33"S), -75.89090   (75°53'27.24"W),-12.50747   (12°30'26.89"S), -73.73182   (73°43'54.55"W),13961,15641,6981,7821,6981,7821,,,18,7.142,5.809,4.155,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8179,-10.6254,-75.5056,-10.8768,-73.7741,-12.2593,-75.8679,-12.5121,-74.1254,LE70060682000357EDC00,LE70060682000357EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682000357EDC00
LE70060682000341AGS00,N/A,AGS,DAY, 006, 068,2000/12/06,2000:341:14:54:51.3538134,2000:341:14:55:18.3545635, 9, 9,  88.67,  97.27,  97.02,  67.29,  93.09,60.3752441,115.6452942,11°34'04.80"S,74°47'18.24"W,10°37'34.32"S,75°28'33.60"W,10°52'39.36"S,73°44'38.76"W,12°15'37.08"S,75°50'19.68"W,12°30'47.88"S,74°05'45.60"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,-10.61555   (10°36'55.98"S), -75.85751  (75°51'27.04"W),-10.61408   (10°36'50.69"S), -73.71289  (73°42'46.40"W),-12.51179   (12°30'42.44"S), -75.86330   (75°51'47.88"W),-12.51005   (12°30'36.18"S), -73.70420   (73°42'15.12"W),13981,15641,6991,7821,6991,7821,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.7884,-10.6262,-75.476,-10.8776,-73.7441,-12.2603,-75.8388,-12.5133,-74.096,LE70060682000341AGS00,LE70060682000341AGS00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682000341AGS00
LE70060682000325EDC00,N/A,EDC,DAY, 006, 068,2000/11/20,2000:325:14:54:51.7208100,2000:325:14:55:18.7189350, 9, 9,  43.07,  55.97,  48.51,  17.80,  50.01,62.3125305,110.8549881,11°34'04.80"S,74°47'57.84"W,10°37'27.12"S,75°29'12.12"W,10°52'32.16"S,73°45'18.36"W,12°15'27.36"S,75°50'57.84"W,12°30'37.80"S,74°06'24.48"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61551   (10°36'55.84"S), -75.87122  (75°52'16.39"W),-10.61411   (10°36'50.80"S), -73.72111  (73°43'16.00"W),-12.50903   (12°30'32.51"S), -75.87709   (75°52'37.52"W),-12.50738   (12°30'26.57"S), -73.71249   (73°42'44.96"W),13961,15681,6981,7841,6981,7841,,,52,6.59,5.364,3.829,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.7994,-10.6242,-75.4867,-10.8756,-73.7551,-12.2576,-75.8494,-12.5105,-74.1068,LE70060682000325EDC00,LE70060682000325EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682000325EDC00
LE70060682000309EDC00,N/A,EDC,DAY, 006, 068,2000/11/04,2000:309:14:54:53.9823071,2000:309:14:55:20.9783071, 9, 9,  47.03,  60.20,  64.67,  20.99,  42.26,63.5025406,101.8030014,11°34'04.80"S,74°49'18.12"W,10°37'39.00"S,75°30'34.56"W,10°52'44.04"S,73°46'40.08"W,12°15'39.96"S,75°52'21.72"W,12°30'50.76"S,74°07'47.64"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,-10.61816   (10°37'05.38"S), -75.89317  (75°53'35.41"W),-10.61693   (10°37'00.95"S), -73.74578  (73°44'44.81"W),-12.51167   (12°30'42.01"S), -75.89919   (75°53'57.08"W),-12.51021   (12°30'36.76"S), -73.73732   (73°44'14.35"W),13961,15661,6981,7831,6981,7831,,,50,5.291,4.294,3.092,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-74.8217,-10.6275,-75.5096,-10.8789,-73.7778,-12.2611,-75.8727,-12.5141,-74.1299,LE70060682000309EDC00,LE70060682000309EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70060682000309EDC00
