Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE70050682003134COA00,SAM,COA,DAY,5,68,5/14/2003,2003:134:14:47:04.9210000,2003:134:14:47:32.0358124,9,9,60.07,35.98,57.08,85.1,62.1,47.34300995,45.29459,"11°34'18.37""S","73°15'40.39""W","10°37'41.56""S","73°56'56.44""W","10°52'44.94""S","72°13'00.16""W","12°15'50.94""S","74°18'42.44""W","12°30'59.87""S","72°34'06.53""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61333   (10°36'47.99""S)"," -74.35184  (74°21'06.62""W)","-10.60146   (10°36'05.26""S)"," -72.19179  (72°11'30.44""W)","-12.52594   (12°31'33.38""S)"," -74.34742   (74°20'50.71""W)","-12.51187   (12°30'42.73""S)"," -72.17268   (72°10'21.65""W)",14101,15761,7051,7881,7051,7881,,,50,4.367,2.338,3.689,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.57177,-73.26122,-10.62821,-73.94901,-10.87915,-72.21671,-12.26415,-74.31179,-12.51663,-72.56848,LE70050682003134COA00,LE70050682003134COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682003134COA00
LE70050682003118ASN00,N/A,ASN,DAY,5,68,4/28/2003,2003:118:14:47:07.5966874,2003:118:14:47:34.7091249,9,9,61.91,34.66,44.34,85.41,83.24,50.0125008,50.7354774,"11°35'18.96""S","73°18'12.60""W","10°38'36.60""S","73°59'28.32""W","10°53'38.76""S","72°15'34.92""W","12°16'46.56""S","74°21'12.60""W","12°31'55.20""S","72°36'39.60""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,,,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61333   (10°36'47.99""S)"," -74.35184  (74°21'06.62""W)","-10.60151   (10°36'05.44""S)"," -72.19727  (72°11'50.17""W)","-12.52323   (12°31'23.63""S)"," -74.34743   (74°20'50.75""W)","-12.50922   (12°30'33.19""S)"," -72.17823   (72°10'41.63""W)",14081,15721,7041,7861,7041,7861,,,45,4.441,1.737,4.087,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.5886,-73.3035,-10.6435,-73.9912,-10.8941,-72.2597,-12.2796,-74.3535,-12.532,-72.611,LE70050682003118ASN00,LE70050682003118ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682003118ASN00
LE70050682003054EDC00,N/A,EDC,DAY,5,68,2/23/2003,2003:054:14:47:01.3627499,2003:054:14:47:28.4668749,9,9,77.1,99.69,72.99,52.79,82.91,55.7606735,90.5307541,"11°34'04.80""S","73°17'36.96""W","10°37'18.48""S","73°58'47.64""W","10°52'23.88""S","72°14'53.16""W","12°15'25.92""S","74°20'35.52""W","12°30'37.08""S","72°36'02.16""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,,,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.59975   (10°35'59.10""S)"," -74.34090  (74°20'27.24""W)","-10.58787   (10°35'16.33""S)"," -72.18643  (72°11'11.15""W)","-12.51235   (12°30'44.46""S)"," -74.33641   (74°20'11.08""W)","-12.49827   (12°29'53.77""S)"," -72.16732   (72°10'02.35""W)",14101,15721,7051,7861,7051,7861,,,19,4.283,3.252,2.787,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-73.2936,-10.6218,-73.9799,-10.8733,-72.2481,-12.2572,-74.3432,-12.5103,-72.6006,LE70050682003054EDC00,LE70050682003054EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682003054EDC00
LE70050682002355AGS00,N/A,AGS,DAY,5,68,12/21/2002,2002:355:14:46:40.6379374,2002:355:14:47:07.7344999,9,9,38.17,16.49,0,78.38,57.81,58.1325912,116.0882187,"11°34'04.80""S","73°18'07.92""W","10°37'27.48""S","73°59'19.68""W","10°52'33.24""S","72°15'29.88""W","12°15'33.48""S","74°21'07.56""W","12°30'45.00""S","72°36'38.52""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE,"-10.61877   (10°37'07.57""S)"," -74.35457  (74°21'16.45""W)","-10.60693   (10°36'24.95""S)"," -72.19722  (72°11'49.99""W)","-12.52866   (12°31'43.18""S)"," -74.35017   (74°21'00.61""W)","-12.51464   (12°30'52.70""S)"," -72.17817   (72°10'41.41""W)",14081,15741,7041,7871,7041,7871,,,,,,,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-73.3022,-10.6243,-73.9888,-10.8759,-72.2583,-12.2593,-74.3521,-12.5125,-72.6107,LE70050682002355AGS00,LE70050682002355AGS00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682002355AGS00
LE70050682002323EDC00,N/A,EDC,DAY,5,68,11/19/2002,2002:323:14:46:26.7301250,2002:323:14:46:53.8220000,9,9,50.76,52.47,53.94,63.06,33.56,61.8979568,109.9131088,"11°34'04.80""S","73°18'47.52""W","10°37'21.36""S","73°59'58.92""W","10°52'27.12""S","72°16'06.96""W","12°15'27.00""S","74°21'48.24""W","12°30'38.88""S","72°37'17.40""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.62151   (10°37'17.44""S)"," -74.36827  (74°22'05.77""W)","-10.60976   (10°36'35.14""S)"," -72.21089  (72°12'39.20""W)","-12.53141   (12°31'53.08""S)"," -74.36397   (74°21'50.29""W)","-12.51749   (12°31'02.96""S)"," -72.19193   (72°11'30.95""W)",14081,15741,7041,7871,7041,7871,,,10,5.64,4.97,2.666,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-73.3132,-10.6226,-73.9997,-10.8742,-72.2686,-12.2575,-74.3634,-12.5108,-72.6215,LE70050682002323EDC00,LE70050682002323EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682002323EDC00
LE70050682002275COA00,SAM,COA,DAY,5,68,10/2/2002,2002:275:14:46:04.8496249,2002:275:14:46:31.9355624,9,9,63.45,42.45,67.95,79.9,63.48,60.17231369,76.93518066,"11°34'20.78""S","73°16'36.80""W","10°37'43.90""S","73°57'52.20""W","10°52'45.08""S","72°13'58.69""W","12°15'47.92""S","74°19'36.59""W","12°30'54.32""S","72°35'03.62""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HL,HL,HL,LL,HL,LL,HH,HL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61879   (10°37'07.64""S)"," -74.36554  (74°21'55.94""W)","-10.60703   (10°36'25.31""S)"," -72.20818  (72°12'29.45""W)","-12.52598   (12°31'33.53""S)"," -74.36123   (74°21'40.43""W)","-12.51205   (12°30'43.38""S)"," -72.18923   (72°11'21.23""W)",14061,15741,7031,7871,7031,7871,,,39,6.671,3.243,5.83,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.57244,-73.27689,-10.62886,-73.9645,-10.87919,-72.23297,-12.26331,-74.32683,-12.51509,-72.58434,LE70050682002275COA00,LE70050682002275COA00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682002275COA00
LE70050682002259EDC00,N/A,EDC,DAY,5,68,9/16/2002,2002:259:14:46:09.7121250,2002:259:14:46:36.7958124,9,9,53.83,56.98,9.72,89.32,59.32,56.636898,66.8166962,"11°34'04.80""S","73°17'05.28""W","10°37'26.04""S","73°58'21.00""W","10°52'27.12""S","72°14'28.68""W","12°15'30.96""S","74°20'02.04""W","12°30'37.44""S","72°35'30.48""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,,,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.62146   (10°37'17.26""S)"," -74.34633  (74°20'46.79""W)","-10.60954   (10°36'34.34""S)"," -72.18624  (72°11'10.46""W)","-12.53135   (12°31'52.86""S)"," -74.34188   (74°20'30.77""W)","-12.51723   (12°31'02.03""S)"," -72.16711   (72°10'01.60""W)",14081,15761,7041,7881,7041,7881,,,34,4.438,1.881,4.02,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-73.2848,-10.6239,-73.9725,-10.8742,-72.2413,-12.2586,-74.3339,-12.5104,-72.5918,LE70050682002259EDC00,LE70050682002259EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682002259EDC00
LE70050682002227EDC00,N/A,EDC,DAY,5,68,8/15/2002,2002:227:14:46:32.1431249,2002:227:14:46:59.2217500,9,9,74.22,54.49,89.48,69.74,83.18,48.7042503,52.6434059,"11°34'04.80""S","73°18'20.16""W","10°37'23.88""S","73°59'34.80""W","10°52'24.96""S","72°15'41.40""W","12°15'25.92""S","74°21'15.12""W","12°30'32.76""S","72°36'42.48""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,,,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61608   (10°36'57.89""S)"," -74.36554  (74°21'55.94""W)","-10.60432   (10°36'15.55""S)"," -72.20820  (72°12'29.52""W)","-12.52326   (12°31'23.74""S)"," -74.36123   (74°21'40.43""W)","-12.50934   (12°30'33.62""S)"," -72.18926   (72°11'21.34""W)",14061,15741,7031,7871,7031,7871,,,31,5.211,2.254,4.698,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-73.3056,-10.6233,-73.993,-10.8736,-72.2615,-12.2572,-74.3542,-12.5091,-72.6118,LE70050682002227EDC00,LE70050682002227EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682002227EDC00
LE70050682002211AGS00,N/A,AGS,DAY,5,68,7/30/2002,2002:211:14:46:35.9463750,2002:211:14:47:03.0229374,9,9,23.9,30.16,3.65,32.78,29.03,45.5824203,47.8866882,"11°34'04.80""S","73°17'25.44""W","10°37'27.84""S","73°58'41.88""W","10°52'29.28""S","72°14'48.12""W","12°15'29.16""S","74°20'22.20""W","12°30'36.00""S","72°35'49.20""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61062   (10°36'38.23""S)"," -74.34910  (74°20'56.76""W)","-10.59880   (10°35'55.68""S)"," -72.19729  (72°11'50.24""W)","-12.51780   (12°31'04.08""S)"," -74.34468   (74°20'40.85""W)","-12.50380   (12°30'13.68""S)"," -72.17829   (72°10'41.84""W)",14061,15701,7031,7851,7031,7851,,,104,4.693,2.299,4.091,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-73.2904,-10.6244,-73.9783,-10.8748,-72.2467,-12.2581,-74.3395,-12.51,-72.597,LE70050682002211AGS00,LE70050682002211AGS00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682002211AGS00
LE70050682002195AGS00,N/A,AGS,DAY,5,68,7/14/2002,2002:195:14:46:43.8686875,2002:195:14:47:10.9422500,9,9,54.38,73.65,21,63.4,59.46,43.5946007,44.3810997,"11°34'04.80""S","73°17'44.16""W","10°37'31.80""S","73°58'59.16""W","10°52'33.60""S","72°15'05.76""W","12°15'32.40""S","74°20'41.64""W","12°30'39.24""S","72°36'09.00""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,,,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61063   (10°36'38.27""S)"," -74.35733  (74°21'26.39""W)","-10.59883   (10°35'55.79""S)"," -72.20003  (72°12'00.11""W)","-12.51782   (12°31'04.15""S)"," -74.35296   (74°21'10.66""W)","-12.50383   (12°30'13.79""S)"," -72.18104   (72°10'51.74""W)",14061,15741,7031,7871,7031,7871,,,36,3.73,2.154,3.045,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-73.2956,-10.6255,-73.9831,-10.876,-72.2516,-12.259,-74.3449,-12.5109,-72.6025,LE70050682002195AGS00,LE70050682002195AGS00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682002195AGS00
LE70050682002179EDC00,N/A,EDC,DAY,5,68,6/28/2002,2002:179:14:46:48.0846250,2002:179:14:47:15.1552500,9,9,34.54,38.03,32.05,50.9,17.17,42.9264603,42.1798553,"11°34'04.80""S","73°17'15.36""W","10°37'33.96""S","73°58'31.44""W","10°52'35.76""S","72°14'37.32""W","12°15'34.56""S","74°20'13.20""W","12°30'41.76""S","72°35'39.84""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.60790   (10°36'28.44""S)"," -74.34911  (74°20'56.80""W)","-10.59607   (10°35'45.85""S)"," -72.19458  (72°11'40.49""W)","-12.51508   (12°30'54.29""S)"," -74.34469   (74°20'40.88""W)","-12.50106   (12°30'03.82""S)"," -72.17556   (72°10'32.02""W)",14061,15721,7031,7861,7031,7861,,,88,4.218,2.41,3.462,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-73.2876,-10.6261,-73.9754,-10.8766,-72.2437,-12.2596,-74.337,-12.5116,-72.5944,LE70050682002179EDC00,LE70050682002179EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682002179EDC00
LE70050682002163EDC00,N/A,EDC,DAY,5,68,6/12/2002,2002:163:14:46:53.4503124,2002:163:14:47:20.5185624,9,9,55.26,58.14,79.7,47.01,36.17,43.5651283,41.5088348,"11°34'04.80""S","73°17'09.96""W","10°37'30.36""S","73°58'26.76""W","10°52'32.16""S","72°14'33.00""W","12°15'30.96""S","74°20'07.44""W","12°30'38.52""S","72°35'34.08""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,,,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.60790   (10°36'28.44""S)"," -74.34911  (74°20'56.80""W)","-10.59604   (10°35'45.74""S)"," -72.19184  (72°11'30.62""W)","-12.51237   (12°30'44.53""S)"," -74.34469   (74°20'40.88""W)","-12.49832   (12°29'53.95""S)"," -72.17283   (72°10'22.19""W)",14041,15741,7021,7871,7021,7871,,,64,7.022,2.062,6.712,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-73.2861,-10.6251,-73.9741,-10.8756,-72.2425,-12.2586,-74.3354,-12.5107,-72.5928,LE70050682002163EDC00,LE70050682002163EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682002163EDC00
LE70050682002131AGS00,N/A,AGS,DAY,5,68,5/11/2002,2002:131:14:47:08.8177117,2002:131:14:47:35.8827742,9,9,21.14,8.89,35.83,30.17,9.65,47.7809067,46.0836296,"11°34'04.80""S","73°18'28.08""W","10°37'35.04""S","73°59'43.80""W","10°52'37.56""S","72°15'51.84""W","12°15'51.12""S","74°21'28.44""W","12°30'59.40""S","72°36'57.24""W",N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,,,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.60795   (10°36'28.62""S)"," -74.37104  (74°22'15.74""W)","-10.59626   (10°35'46.54""S)"," -72.21649  (72°12'59.36""W)","-12.51514   (12°30'54.50""S)"," -74.36677   (74°22'00.37""W)","-12.50129   (12°30'04.64""S)"," -72.19762   (72°11'51.43""W)",14061,15721,7031,7861,7031,7861,,,136,4.774,2.09,4.292,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-73.3078,-10.6264,-73.9955,-10.8771,-72.2644,-12.2642,-74.3579,-12.5165,-72.6159,LE70050682002131AGS00,LE70050682002131AGS00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682002131AGS00
LE70050682001288EDC00,N/A,EDC,DAY,5,68,10/15/2001,2001:288:14:46:36.2056795,2001:288:14:47:03.2466170,9,9,49.02,15.76,25.12,94.31,60.9,62.2576256,86.6873169,"11°34'04.80""S","73°17'53.52""W","10°37'29.64""S","73°59'10.32""W","10°52'36.48""S","72°15'11.88""W","12°15'39.60""S","74°20'57.48""W","12°30'52.92""S","72°36'19.80""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.62422   (10°37'27.19""S)"," -74.36827  (74°22'05.77""W)","-10.61247   (10°36'44.89""S)"," -72.21087  (72°12'39.13""W)","-12.53141   (12°31'53.08""S)"," -74.36397   (74°21'50.29""W)","-12.51749   (12°31'02.96""S)"," -72.19193   (72°11'30.95""W)",14061,15741,7031,7871,7031,7871,,,74,4.796,3.147,3.619,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-73.2982,-10.6249,-73.9862,-10.8768,-72.2533,-12.261,-74.3493,-12.5147,-72.6055,LE70050682001288EDC00,LE70050682001288EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682001288EDC00
LE70050682001272CUB00,SAM,CUB,DAY,5,68,9/29/2001,2001:272:14:46:44.6194375,2001:272:14:47:11.6589999,9,9,60.42,14.01,46.16,93.75,87.75,59.78871918,74.935112,"11°34'19.31""S","73°16'47.14""W","10°37'48.94""S","73°58'02.53""W","10°52'49.58""S","72°14'11.04""W","12°15'42.08""S","74°19'42.02""W","12°30'48.24""S","72°35'11.15""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61879   (10°37'07.64""S)"," -74.36828  (74°22'05.81""W)","-10.60705   (10°36'25.38""S)"," -72.21091  (72°12'39.28""W)","-12.52327   (12°31'23.77""S)"," -74.36399   (74°21'50.36""W)","-12.50936   (12°30'33.70""S)"," -72.19202   (72°11'31.27""W)",14041,15741,7021,7871,7021,7871,,,37,3.895,2.943,2.551,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.57203,-73.27976,-10.63026,-73.96737,-10.88044,-72.2364,-12.26169,-74.32834,-12.5134,-72.58643,LE70050682001272CUB00,LE70050682001272CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682001272CUB00
LE70050682001256CUB00,SAM,CUB,DAY,5,68,9/13/2001,2001:256:14:46:54.6238124,2001:256:14:47:21.6615625,9,9,39.81,35.5,71.42,37.19,15.13,56.13225174,65.12203217,"11°34'20.06""S","73°15'51.37""W","10°37'40.44""S","73°57'03.89""W","10°52'40.98""S","72°13'13.51""W","12°15'34.45""S","74°18'45.86""W","12°30'40.50""S","72°34'16.18""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61876   (10°37'07.54""S)"," -74.35182  (74°21'06.55""W)","-10.60691   (10°36'24.88""S)"," -72.19448  (72°11'40.13""W)","-12.52323   (12°31'23.63""S)"," -74.34743   (74°20'50.75""W)","-12.50919   (12°30'33.08""S)"," -72.17547   (72°10'31.69""W)",14041,15741,7021,7871,7021,7871,,,125,3.856,1.967,3.317,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.57224,-73.26427,-10.6279,-73.95108,-10.87805,-72.22042,-12.25957,-74.31274,-12.51125,-72.57116,LE70050682001256CUB00,LE70050682001256CUB00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682001256CUB00
LE70050682001240CUB01,SAM,CUB,DAY,5,68,8/28/2001,2001:240:14:47:05.8181250,2001:240:14:47:32.8549374,9,9,34.6,32.74,30.01,38.45,37.19,52.05800247,57.44924927,"11°34'18.01""S","73°15'26.14""W","10°37'42.71""S","73°56'41.17""W","10°52'43.75""S","72°12'50.04""W","12°15'38.81""S","74°18'21.85""W","12°30'45.65""S","72°33'51.44""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61332   (10°36'47.95""S)"," -74.34635  (74°20'46.86""W)","-10.60144   (10°36'05.18""S)"," -72.18905  (72°11'20.58""W)","-12.52050   (12°31'13.80""S)"," -74.34191   (74°20'30.88""W)","-12.50642   (12°30'23.11""S)"," -72.16998   (72°10'11.93""W)",14061,15741,7031,7871,7031,7871,,,104,4.584,1.635,4.282,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.57167,-73.25726,-10.62853,-73.94477,-10.87882,-72.2139,-12.26078,-74.30607,-12.51268,-72.56429,LE70050682001240CUB01,LE70050682001240CUB01,http://earthexplorer.usgs.gov/download/options/5441/LE70050682001240CUB01
LE70050682001224EDC00,N/A,EDC,DAY,5,68,8/12/2001,2001:224:14:47:15.5029836,2001:224:14:47:42.5375460,9,9,2.09,2.31,0,3.63,2.4,48.2672462,51.5373116,"11°34'04.80""S","73°15'46.44""W","10°37'28.92""S","73°57'02.88""W","10°52'30.36""S","72°13'09.84""W","12°15'39.24""S","74°18'45.36""W","12°30'45.72""S","72°34'13.08""W",N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61873   (10°37'07.43""S)"," -74.33811  (74°20'17.20""W)","-10.60679   (10°36'24.44""S)"," -72.18078  (72°10'50.81""W)","-12.52320   (12°31'23.52""S)"," -74.33362   (74°20'01.03""W)","-12.50905   (12°30'32.58""S)"," -72.16168   (72°09'42.05""W)",14041,15741,7021,7871,7021,7871,,,191,3.949,1.584,3.617,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-73.2629,-10.6247,-73.9508,-10.8751,-72.2194,-12.2609,-74.3126,-12.5127,-72.5703,LE70050682001224EDC00,LE70050682001224EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682001224EDC00
LE70050682001176EDC00,N/A,EDC,DAY,5,68,6/25/2001,2001:176:14:47:43.4658488,2001:176:14:48:10.4930988,9,9,27.48,21.72,39.95,14.36,33.88,43.1214943,41.7105408,"11°34'04.80""S","73°14'51.36""W","10°37'28.56""S","73°56'06.36""W","10°52'30.00""S","72°12'12.60""W","12°15'36.00""S","74°17'49.56""W","12°30'42.84""S","72°33'16.56""W",N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61328   (10°36'47.81""S)"," -74.32441  (74°19'27.88""W)","-10.60124   (10°36'04.46""S)"," -72.16714  (72°10'01.70""W)","-12.51774   (12°31'03.86""S)"," -74.31983   (74°19'11.39""W)","-12.50348   (12°30'12.53""S)"," -72.14795   (72°08'52.62""W)",14041,15741,7021,7871,7021,7871,,,130,4.918,2.114,4.44,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-73.2476,-10.6246,-73.9351,-10.875,-72.2035,-12.26,-74.2971,-12.5119,-72.5546,LE70050682001176EDC00,LE70050682001176EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682001176EDC00
LE70050682001160EDC00,N/A,EDC,DAY,5,68,6/9/2001,2001:160:14:47:59.7505959,2001:160:14:48:26.7757209,9,9,64.06,69.27,43.16,85.39,58.41,43.9790611,41.3132057,"11°34'04.80""S","73°16'31.80""W","10°37'35.76""S","73°57'47.88""W","10°52'37.20""S","72°13'55.92""W","12°15'42.48""S","74°19'29.64""W","12°30'49.68""S","72°34'58.08""W",N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE,"-10.61604   (10°36'57.74""S)"," -74.34909  (74°20'56.72""W)","-10.60422   (10°36'15.19""S)"," -72.19724  (72°11'50.06""W)","-12.51780   (12°31'04.08""S)"," -74.34468   (74°20'40.85""W)","-12.50380   (12°30'13.68""S)"," -72.17829   (72°10'41.84""W)",14021,15701,7011,7851,7011,7851,,,31,7.254,2.71,6.729,UTM,WGS84,WGS84,18,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,-11.568,-73.2755,-10.6266,-73.9633,-10.877,-72.2322,-12.2618,-74.3249,-12.5138,-72.5828,LE70050682001160EDC00,LE70050682001160EDC00,http://earthexplorer.usgs.gov/download/options/5441/LE70050682001160EDC00
